entity_id,name,role,email,department,student_id,staff_id,card_id,device_hash,face_id,note_id,category,text,timestamp_x,booking_id,room_id,start_time,end_time,attended (YES/NO),checkout_id,book_id,timestamp_y
E100014,Karan Gupta,student,user14@campus.edu,MECH,S42325,,C9830,DHaea23858a63f,F100014,N402409,helpdesk,Confirmed attendance for robotics workshop.,2025-09-12 13:56:11,BKG302054,LAB_102,9/22/2025 17:58,9/22/2025 20:08,YES,LC206329,BK2936,2025-09-03 17:41:47
E100015,Siddharth Malhotra,student,user15@campus.edu,Admin,S62350,,C6930,DH38d598aac360,F100015,N400179,incident,Broken chair in seminar room.,2025-09-08 12:23:22,,,,,,LC205992,BK1012,2025-09-15 03:38:32
E100015,Siddharth Malhotra,student,user15@campus.edu,Admin,S62350,,C6930,DH38d598aac360,F100015,N403712,helpdesk,Wi-Fi not working in hostel block.,2025-09-01 23:18:57,,,,,,LC205992,BK1012,2025-09-15 03:38:32
E100015,Siddharth Malhotra,student,user15@campus.edu,Admin,S62350,,C6930,DH38d598aac360,F100015,N405428,maintenance,Wi-Fi not working in hostel block.,2025-09-08 20:34:26,,,,,,LC205992,BK1012,2025-09-15 03:38:32
E100016,Priya Sharma,student,user16@campus.edu,ECE,S16175,,C2796,DHa6d65605cca7,F100016,N405797,incident,Broken chair in seminar room.,2025-09-16 15:39:03,BKG302861,AUDITORIUM,8/28/2025 19:16,8/28/2025 22:04,YES,LC201009,BK1748,2025-09-10 16:31:05
E100016,Priya Sharma,student,user16@campus.edu,ECE,S16175,,C2796,DHa6d65605cca7,F100016,N405797,incident,Broken chair in seminar room.,2025-09-16 15:39:03,BKG302861,AUDITORIUM,8/28/2025 19:16,8/28/2025 22:04,YES,LC203212,BK2275,2025-09-08 07:13:46
E100016,Priya Sharma,student,user16@campus.edu,ECE,S16175,,C2796,DHa6d65605cca7,F100016,N405797,incident,Broken chair in seminar room.,2025-09-16 15:39:03,BKG302861,AUDITORIUM,8/28/2025 19:16,8/28/2025 22:04,YES,LC205367,BK2639,2025-09-11 09:36:54
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N400014,maintenance,Requesting lab access.,2025-09-02 12:52:24,,,,,,LC201957,BK1800,2025-08-27 03:16:27
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N400014,maintenance,Requesting lab access.,2025-09-02 12:52:24,,,,,,LC204237,BK1863,2025-09-10 12:54:27
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N401771,maintenance,Wi-Fi not working in hostel block.,2025-09-13 19:27:13,,,,,,LC201957,BK1800,2025-08-27 03:16:27
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N401771,maintenance,Wi-Fi not working in hostel block.,2025-09-13 19:27:13,,,,,,LC204237,BK1863,2025-09-10 12:54:27
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N401851,incident,Requesting lab access.,2025-09-24 10:35:01,,,,,,LC201957,BK1800,2025-08-27 03:16:27
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N401851,incident,Requesting lab access.,2025-09-24 10:35:01,,,,,,LC204237,BK1863,2025-09-10 12:54:27
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N406911,maintenance,CCTV near library needs check.,2025-09-05 08:47:03,,,,,,LC201957,BK1800,2025-08-27 03:16:27
E100017,Rohan Sharma,student,user17@campus.edu,Physics,S88172,,C2040,DHd7101dcdf7dd,F100017,N406911,maintenance,CCTV near library needs check.,2025-09-05 08:47:03,,,,,,LC204237,BK1863,2025-09-10 12:54:27
E100018,Karan Desai,student,user18@campus.edu,Chemistry,S79352,,C5119,DH12a7e034e09e,F100018,,,,,BKG306699,LAB_101,9/4/2025 19:42,9/4/2025 20:48,YES,,,
E100019,Ishaan Mehta,student,user19@campus.edu,ECE,S99353,,C9797,DHdf783c4395ff,F100019,,,,,,,,,,,,
E100020,Siddharth Patel,student,user20@campus.edu,Physics,S30730,,C8433,DHc5a667f9f811,F100020,N406096,incident,Wi-Fi not working in hostel block.,2025-09-05 08:54:22,,,,,,LC204760,BK1187,2025-09-17 17:15:27
E100020,Siddharth Patel,student,user20@campus.edu,Physics,S30730,,C8433,DHc5a667f9f811,F100020,N406096,incident,Wi-Fi not working in hostel block.,2025-09-05 08:54:22,,,,,,LC206212,BK1188,2025-09-04 17:15:04
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N400283,rsvp,CCTV near library needs check.,2025-09-06 00:13:04,BKG305479,LAB_101,9/20/2025 11:19,9/20/2025 12:04,YES,LC200399,BK1758,2025-09-22 17:52:49
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N400283,rsvp,CCTV near library needs check.,2025-09-06 00:13:04,BKG305479,LAB_101,9/20/2025 11:19,9/20/2025 12:04,YES,LC205289,BK1651,2025-08-31 22:06:42
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N400283,rsvp,CCTV near library needs check.,2025-09-06 00:13:04,BKG305479,LAB_101,9/20/2025 11:19,9/20/2025 12:04,YES,LC205320,BK1929,2025-09-22 18:56:34
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N400283,rsvp,CCTV near library needs check.,2025-09-06 00:13:04,BKG305992,SEM_01,9/21/2025 15:54,9/21/2025 16:43,YES,LC200399,BK1758,2025-09-22 17:52:49
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N400283,rsvp,CCTV near library needs check.,2025-09-06 00:13:04,BKG305992,SEM_01,9/21/2025 15:54,9/21/2025 16:43,YES,LC205289,BK1651,2025-08-31 22:06:42
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N400283,rsvp,CCTV near library needs check.,2025-09-06 00:13:04,BKG305992,SEM_01,9/21/2025 15:54,9/21/2025 16:43,YES,LC205320,BK1929,2025-09-22 18:56:34
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N405739,feedback,Wi-Fi not working in hostel block.,2025-09-25 19:17:15,BKG305479,LAB_101,9/20/2025 11:19,9/20/2025 12:04,YES,LC200399,BK1758,2025-09-22 17:52:49
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N405739,feedback,Wi-Fi not working in hostel block.,2025-09-25 19:17:15,BKG305479,LAB_101,9/20/2025 11:19,9/20/2025 12:04,YES,LC205289,BK1651,2025-08-31 22:06:42
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N405739,feedback,Wi-Fi not working in hostel block.,2025-09-25 19:17:15,BKG305479,LAB_101,9/20/2025 11:19,9/20/2025 12:04,YES,LC205320,BK1929,2025-09-22 18:56:34
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N405739,feedback,Wi-Fi not working in hostel block.,2025-09-25 19:17:15,BKG305992,SEM_01,9/21/2025 15:54,9/21/2025 16:43,YES,LC200399,BK1758,2025-09-22 17:52:49
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N405739,feedback,Wi-Fi not working in hostel block.,2025-09-25 19:17:15,BKG305992,SEM_01,9/21/2025 15:54,9/21/2025 16:43,YES,LC205289,BK1651,2025-08-31 22:06:42
E100021,Aarav Iyer,staff,user21@campus.edu,Maths,,T9476,C2743,DH147fb94be941,F100021,N405739,feedback,Wi-Fi not working in hostel block.,2025-09-25 19:17:15,BKG305992,SEM_01,9/21/2025 15:54,9/21/2025 16:43,YES,LC205320,BK1929,2025-09-22 18:56:34
E100022,Siddharth Kumar,student,user22@campus.edu,MECH,S59009,,C3646,DH3384ceae5090,F100022,,,,,,,,,,LC201161,BK1371,2025-09-03 10:24:55
E100023,Ishaan Kumar,faculty,user23@campus.edu,Chemistry,,T2159,C2832,DHbae1ac790664,F100023,N405666,rsvp,Wi-Fi not working in hostel block.,2025-09-04 23:08:11,,,,,,,,
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N400727,rsvp,Confirmed attendance for robotics workshop.,2025-09-05 03:37:46,BKG300446,LAB_305,9/10/2025 10:37,9/10/2025 13:23,YES,LC204698,BK1064,2025-09-01 09:52:31
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N400727,rsvp,Confirmed attendance for robotics workshop.,2025-09-05 03:37:46,BKG301420,LAB_101,9/10/2025 14:45,9/10/2025 16:14,YES,LC204698,BK1064,2025-09-01 09:52:31
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N401361,maintenance,Wi-Fi not working in hostel block.,2025-09-06 20:05:17,BKG300446,LAB_305,9/10/2025 10:37,9/10/2025 13:23,YES,LC204698,BK1064,2025-09-01 09:52:31
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N401361,maintenance,Wi-Fi not working in hostel block.,2025-09-06 20:05:17,BKG301420,LAB_101,9/10/2025 14:45,9/10/2025 16:14,YES,LC204698,BK1064,2025-09-01 09:52:31
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N402637,helpdesk,CCTV near library needs check.,2025-08-30 06:35:04,BKG300446,LAB_305,9/10/2025 10:37,9/10/2025 13:23,YES,LC204698,BK1064,2025-09-01 09:52:31
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N402637,helpdesk,CCTV near library needs check.,2025-08-30 06:35:04,BKG301420,LAB_101,9/10/2025 14:45,9/10/2025 16:14,YES,LC204698,BK1064,2025-09-01 09:52:31
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N406031,rsvp,Confirmed attendance for robotics workshop.,2025-09-23 00:16:57,BKG300446,LAB_305,9/10/2025 10:37,9/10/2025 13:23,YES,LC204698,BK1064,2025-09-01 09:52:31
E100024,Ananya Iyer,student,user24@campus.edu,CIVIL,S84364,,C2290,DH757c134f30f8,F100024,N406031,rsvp,Confirmed attendance for robotics workshop.,2025-09-23 00:16:57,BKG301420,LAB_101,9/10/2025 14:45,9/10/2025 16:14,YES,LC204698,BK1064,2025-09-01 09:52:31
E100025,Neha Gupta,staff,user25@campus.edu,MECH,,T7404,C8787,DH1b956db41369,F100025,N403824,feedback,Requesting lab access.,2025-09-20 02:51:40,BKG302761,LAB_101,9/6/2025 20:46,9/6/2025 21:24,YES,,,
E100025,Neha Gupta,staff,user25@campus.edu,MECH,,T7404,C8787,DH1b956db41369,F100025,N404057,maintenance,Confirmed attendance for robotics workshop.,2025-09-24 16:53:40,BKG302761,LAB_101,9/6/2025 20:46,9/6/2025 21:24,YES,,,
E100026,Ishaan Sharma,student,user26@campus.edu,Admin,S65461,,C4470,DH1df16398b389,F100026,N400607,rsvp,Confirmed attendance for robotics workshop.,2025-09-22 13:52:36,,,,,,,,
E100026,Ishaan Sharma,student,user26@campus.edu,Admin,S65461,,C4470,DH1df16398b389,F100026,N401684,maintenance,Confirmed attendance for robotics workshop.,2025-09-11 07:43:12,,,,,,,,
E100027,Ishaan Singh,student,user27@campus.edu,Physics,S98039,,C7118,DH4c06c755a985,F100027,N404560,maintenance,Broken chair in seminar room.,2025-08-28 20:54:04,,,,,,LC202819,BK1372,2025-09-20 03:47:01
E100027,Ishaan Singh,student,user27@campus.edu,Physics,S98039,,C7118,DH4c06c755a985,F100027,N404560,maintenance,Broken chair in seminar room.,2025-08-28 20:54:04,,,,,,LC205506,BK1405,2025-08-27 17:03:26
E100028,Divya Kumar,student,user28@campus.edu,CIVIL,S39451,,C2049,DH4de1a6f77d84,F100028,,,,,,,,,,,,
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N400172,rsvp,Requesting lab access.,2025-09-04 15:23:37,BKG300893,LAB_101,8/30/2025 3:09,8/30/2025 4:06,YES,LC203098,BK2330,2025-08-27 12:28:44
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N400172,rsvp,Requesting lab access.,2025-09-04 15:23:37,BKG300893,LAB_101,8/30/2025 3:09,8/30/2025 4:06,YES,LC204697,BK2809,2025-09-16 18:35:49
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N400172,rsvp,Requesting lab access.,2025-09-04 15:23:37,BKG303572,ROOM_A2,9/13/2025 18:06,9/13/2025 20:38,YES,LC203098,BK2330,2025-08-27 12:28:44
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N400172,rsvp,Requesting lab access.,2025-09-04 15:23:37,BKG303572,ROOM_A2,9/13/2025 18:06,9/13/2025 20:38,YES,LC204697,BK2809,2025-09-16 18:35:49
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N400172,rsvp,Requesting lab access.,2025-09-04 15:23:37,BKG305975,LAB_102,9/14/2025 5:07,9/14/2025 7:33,YES,LC203098,BK2330,2025-08-27 12:28:44
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N400172,rsvp,Requesting lab access.,2025-09-04 15:23:37,BKG305975,LAB_102,9/14/2025 5:07,9/14/2025 7:33,YES,LC204697,BK2809,2025-09-16 18:35:49
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N404134,feedback,Requesting lab access.,2025-08-29 09:46:58,BKG300893,LAB_101,8/30/2025 3:09,8/30/2025 4:06,YES,LC203098,BK2330,2025-08-27 12:28:44
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N404134,feedback,Requesting lab access.,2025-08-29 09:46:58,BKG300893,LAB_101,8/30/2025 3:09,8/30/2025 4:06,YES,LC204697,BK2809,2025-09-16 18:35:49
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N404134,feedback,Requesting lab access.,2025-08-29 09:46:58,BKG303572,ROOM_A2,9/13/2025 18:06,9/13/2025 20:38,YES,LC203098,BK2330,2025-08-27 12:28:44
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N404134,feedback,Requesting lab access.,2025-08-29 09:46:58,BKG303572,ROOM_A2,9/13/2025 18:06,9/13/2025 20:38,YES,LC204697,BK2809,2025-09-16 18:35:49
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N404134,feedback,Requesting lab access.,2025-08-29 09:46:58,BKG305975,LAB_102,9/14/2025 5:07,9/14/2025 7:33,YES,LC203098,BK2330,2025-08-27 12:28:44
E100029,Ananya Mehta,student,user29@campus.edu,CIVIL,S87128,,C4608,DHef009725162f,F100029,N404134,feedback,Requesting lab access.,2025-08-29 09:46:58,BKG305975,LAB_102,9/14/2025 5:07,9/14/2025 7:33,YES,LC204697,BK2809,2025-09-16 18:35:49
E100030,Aarav Rao,student,user30@campus.edu,CSE,S40007,,C2104,DHe357952440b3,F100030,N404590,helpdesk,Requesting lab access.,2025-09-11 21:34:05,BKG300233,ROOM_A2,8/27/2025 23:05,8/28/2025 0:24,YES,,,
E100030,Aarav Rao,student,user30@campus.edu,CSE,S40007,,C2104,DHe357952440b3,F100030,N404590,helpdesk,Requesting lab access.,2025-09-11 21:34:05,BKG304335,AUDITORIUM,8/28/2025 8:29,8/28/2025 9:19,YES,,,
E100030,Aarav Rao,student,user30@campus.edu,CSE,S40007,,C2104,DHe357952440b3,F100030,N405422,helpdesk,Wi-Fi not working in hostel block.,2025-09-17 01:47:10,BKG300233,ROOM_A2,8/27/2025 23:05,8/28/2025 0:24,YES,,,
E100030,Aarav Rao,student,user30@campus.edu,CSE,S40007,,C2104,DHe357952440b3,F100030,N405422,helpdesk,Wi-Fi not working in hostel block.,2025-09-17 01:47:10,BKG304335,AUDITORIUM,8/28/2025 8:29,8/28/2025 9:19,YES,,,
E100031,Aarav Patel,student,user31@campus.edu,CIVIL,S46500,,C8953,DHf0d8c7345f35,F100031,N405238,feedback,Wi-Fi not working in hostel block.,2025-08-31 03:47:29,BKG302639,ROOM_A2,9/19/2025 20:36,9/19/2025 21:28,YES,,,
E100032,Priya Kumar,student,user32@campus.edu,Admin,S85525,,C8744,DH39d6cae6c921,F100032,N400388,rsvp,CCTV near library needs check.,2025-09-22 14:57:46,BKG302939,ROOM_A1,8/29/2025 15:31,8/29/2025 17:33,YES,,,
E100032,Priya Kumar,student,user32@campus.edu,Admin,S85525,,C8744,DH39d6cae6c921,F100032,N402662,helpdesk,Requesting lab access.,2025-09-15 03:02:07,BKG302939,ROOM_A1,8/29/2025 15:31,8/29/2025 17:33,YES,,,
